id;"Comp. Word";Frequency;"Grammatical Feature";Pronunciation;"English Translation";Position;Kanji;KanjiID
17423;明烏;29;"general noun";akegarasu;"daybreak sound of a crow";L;明;1928
17789;明哲;26;"general noun";meitetu;wisdom;L;明;1928
18099;明主;24;"general noun";meisyu;"wise ruler";L;明;1928
18100;明朝;24;"general noun";mintyoo;"Ming Dynasty";L;明;1928
18710;明察;20;"light-verb -suru attached";meisatu;discernment;L;明;1928
18894;明年;19;"possible to use as an adverb";myoonen;"next year";L;明;1928
20460;明敏;12;"adjectival noun, na-adjective";meibin;intelligence;L;明;1928
21058;明太;10;"general noun";mentai;;L;明;1928
21407;明色;9;"general noun";meisyoku;colour;L;明;1928
22274;明徴;7;"general noun";meityoo;clarification;L;明;1928
23347;明晩;5;"possible to use as an adverb";myooban;"tomorrow evening";L;明;1928
23348;明眸;5;"general noun";meiboo;"bright or beautiful eyes";L;明;1928
24856;明君;3;"general noun";meikun;"wise ruler";L;明;1928
24857;明春;3;"general noun";myoosyun;"next spring";L;明;1928
24858;明夜;3;"general noun";myooya;"tomorrow night";L;明;1928
27646;明視;1;"general noun";meisi;"clarity of vision";L;明;1928
27647;明証;1;"general noun";meisyoo;proof;L;明;1928
27648;明達;1;"general noun";meitatu;wisdom;L;明;1928
27649;明答;1;"light-verb -suru attached";meitoo;"definite answer";L;明;1928
7;説明;174920;"light-verb -suru attached";setumei;explanation;R;明;1928
165;表明;47474;"light-verb -suru attached";hyoomei;declaration;R;明;1928
491;不明;22860;"adjectival noun, na-adjective";humei;unknown;R;明;1928
603;声明;19294;"light-verb -suru attached";seimei;declaration;R;明;1928
860;判明;13703;"light-verb -suru attached";hanmei;establishing;R;明;1928
1136;解明;10344;"light-verb -suru attached";kaimei;clarification;R;明;1928
1210;証明;9461;"light-verb -suru attached";syoomei;proof;R;明;1928
1321;未明;8429;"possible to use as an adverb";mimei;"early dawn";R;明;1928
1616;透明;6453;"adjectival noun, na-adjective";toomei;transparency;R;明;1928
1799;鮮明;5691;"adjectival noun, na-adjective";senmei;vivid;R;明;1928
2179;文明;4251;"general noun";bunmei;civilization;R;明;1928
2411;釈明;3710;"light-verb -suru attached";syakumei;explanation;R;明;1928
2591;究明;3334;"light-verb -suru attached";kyuumei;investigation;R;明;1928
3039;発明;2596;"light-verb -suru attached";hatumei;invention;R;明;1928
3066;照明;2565;"light-verb -suru attached";syoomei;illumination;R;明;1928
4406;弁明;1388;"light-verb -suru attached";benmei;explanation;R;明;1928
4497;言明;1346;"light-verb -suru attached";genmei;declaration;R;明;1928
5874;有明;795;"general noun";ariake;dawn;R;明;1928
5902;失明;788;"light-verb -suru attached";situmei;"loss of eyesight";R;明;1928
6490;賢明;639;"adjectival noun, na-adjective";kenmei;wisdom;R;明;1928
6896;克明;560;"adjectival noun, na-adjective";kokumei;detailed;R;明;1928
7242;光明;507;"general noun";koomyoo;"bright light";R;明;1928
8642;黎明;328;"general noun";reimei;daybreak;R;明;1928
9546;自明;248;"adjectival noun, na-adjective";zimei;obvious;R;明;1928
10689;英明;180;"adjectival noun, na-adjective";eimei;intelligent;R;明;1928
10928;平明;170;"adjectival noun, na-adjective";heimei;clear;R;明;1928
12107;神明;124;"general noun";sinmei;deity;R;明;1928
12173;聡明;122;"adjectival noun, na-adjective";soomei;wisdom;R;明;1928
12229;松明;120;"general noun";taimatu;torch;R;明;1928
12300;清明;118;"light-verb -suru attached";seimei;"pure and clear";R;明;1928
13029;開明;96;"general noun";kaimei;civilization;R;明;1928
13206;簡明;92;"adjectival noun, na-adjective";kanmei;terse;R;明;1928
13267;天明;91;"general noun";tenmei;dawn;R;明;1928
14631;公明;62;"adjectival noun, na-adjective";koomei;fairness;R;明;1928
15628;無明;48;"general noun";mumyoo;avidya;R;明;1928
16063;糾明;42;"light-verb -suru attached";kyuumei;"searching examination";R;明;1928
16760;透明;35;"general noun";toomei;transparency;R;明;1928
17109;月明;31;"general noun";getumei;moonlight;R;明;1928
17261;灯明;30;"general noun";toomyoo;"light offered to a god or Buddha";R;明;1928
17270;薄明;30;"general noun";hakumei;twilight;R;明;1928
17887;水明;25;"general noun";suimei;"light shimmering on water";R;明;1928
18414;分明;22;"adjectival noun, na-adjective";bunmei;clearness;R;明;1928
18641;澄明;20;"adjectival noun, na-adjective";tyoomei;"clear and bright";R;明;1928
20045;公明;13;"general noun";koomei;fairness;R;明;1928
21418;幽明;9;"general noun";yuumei;semidarkness;R;明;1928
22281;夜明;7;"general noun";yoake;dawn;R;明;1928
22748;分明;6;"general noun";hunmyoo;clearness;R;明;1928
24113;闡明;4;"light-verb -suru attached";senmei;"make clear";R;明;1928
1651;迷惑;6283;"adjectival noun, na-adjective";meiwaku;trouble;L;迷;1929
3808;迷走;1815;"light-verb -suru attached";meisoo;straying;L;迷;1929
7939;迷宮;406;"general noun";meikyuu;labyrinth;L;迷;1929
8095;迷路;385;"general noun";meiro;maze;L;迷;1929
8442;迷子;349;"general noun";maigo;"lost child";L;迷;1929
9596;迷彩;245;"general noun";meisai;camouflage;L;迷;1929
11727;迷信;137;"general noun";meisin;superstition;L;迷;1929
19493;迷妄;16;"general noun";meimoo;illusion;L;迷;1929
25958;迷夢;2;"general noun";meimu;illusion;L;迷;1929
1082;低迷;11008;"light-verb -suru attached";teimei;"hanging low";R;迷;1929
3583;混迷;2027;"light-verb -suru attached";konmei;turmoil;R;迷;1929
15802;頑迷;45;"adjectival noun, na-adjective";ganmei;bigotry;R;迷;1929
21197;昏迷;9;"light-verb -suru attached";konmei;stupefaction;R;迷;1929
25138;頑迷;2;"general noun";ganmei;bigotry;R;迷;1929
4906;鳴門;1146;"general noun";naruto;"strait with a roaring tidal ebb and flow";L;鳴;1933
6753;鳴戸;588;"general noun";naruto;"strait with a roaring tidal ebb and flow";L;鳴;1933
12693;鳴子;106;"general noun";naruko;clapper;L;鳴;1933
12812;鳴動;103;"light-verb -suru attached";meidoo;rumbling;L;鳴;1933
15004;鳴神;57;"general noun";narukami;thunder;L;鳴;1933
19082;鳴物;18;"general noun";narimono;"musical instrument";L;鳴;1933
27650;鳴禽;1;"general noun";meikin;songbird;L;鳴;1933
3856;悲鳴;1768;"general noun";himei;shriek;R;鳴;1933
4877;共鳴;1160;"light-verb -suru attached";kyoomei;resonance;R;鳴;1933
12465;雷鳴;113;"general noun";raimei;thunder;R;鳴;1933
21575;鶏鳴;8;"general noun";keimei;cocks-crowing;R;鳴;1933
22833;喘鳴;6;"general noun";zenmei;stridor;R;鳴;1933
23767;吹鳴;4;"light-verb -suru attached";suimei;blowing;R;鳴;1933
1763;面積;5853;"general noun";menseki;area;L;面;1936
1890;面会;5227;"light-verb -suru attached";menkai;meeting;L;面;1936
2766;面接;3005;"light-verb -suru attached";mensetu;interview;L;面;1936
2858;面倒;2869;"adjectival noun, na-adjective";mendoo;trouble;L;面;1936
3783;面談;1842;"light-verb -suru attached";mendan;interview;L;面;1936
5418;面影;945;"general noun";omokage;face;L;面;1936
6262;面識;692;"general noun";mensiki;acquaintance;L;面;1936
6637;面目;609;"adjective stem for -nai negation";menboku;face;L;面;1936
7322;面々;495;"general noun";menmen;"each one";L;面;1936
8576;面白;335;"general noun";omosiro;amusing;L;面;1936
11833;面相;133;"general noun";mensoo;countenance;L;面;1936
12959;面前;99;"general noun";menzen;presence;L;面;1936
16220;面長;41;"general noun";omonaga;oval-faced;L;面;1936
17539;面体;28;"general noun";mentei;face;L;面;1936
17940;面子;25;"general noun";menko;"game of slapping cards down to overturn opponent's";L;面;1936
18711;面妖;20;"adjectival noun, na-adjective";menyoo;weird;L;面;1936
20194;面罵;13;"light-verb -suru attached";menba;face;L;面;1936
23349;面魂;5;"general noun";turadamasii;"fierce or defiant look";L;面;1936
23350;面舵;5;"general noun";omokazi;starboard;L;面;1936
23351;面部;5;"general noun";menbu;face;L;面;1936
23352;面壁;5;"general noun";menpeki;"meditation facing a wall";L;面;1936
23353;面貌;5;"general noun";menboo;looks;L;面;1936
25961;面詰;2;"light-verb -suru attached";menkitu;personally;L;面;1936
25962;面差;2;"general noun";omozasi;looks;L;面;1936
25963;面妖;2;"general noun";menyoo;weird;L;面;1936
27654;面持;1;"general noun";omomoti;expression;L;面;1936
27655;面皮;1;"general noun";menpi;face;L;面;1936
27656;面輪;1;"general noun";omowa;features;L;面;1936
27657;面晤;1;"light-verb -suru attached";mengo;"face-to-face conversation";L;面;1936
704;全面;16721;"general noun";zenmen;"whole surface";R;面;1936
802;場面;14824;"general noun";bamen;scene;R;面;1936
1148;当面;10236;"possible to use as an adverb";toomen;current;R;面;1936
1435;表面;7632;"general noun";hyoomen;surface;R;面;1936
1442;画面;7582;"general noun";gamen;"terminal screen";R;面;1936
1630;局面;6382;"general noun";kyokumen;"position in a game of go or shogi";R;面;1936
1995;側面;4845;"general noun";sokumen;side;R;面;1936
2000;直面;4821;"light-verb -suru attached";tyokumen;confrontation;R;面;1936
2059;紙面;4609;"general noun";simen;space;R;面;1936
2123;正面;4409;"general noun";syoomen;front;R;面;1936
2656;前面;3208;"general noun";zenmen;"front part";R;面;1936
2799;半面;2964;"general noun";hanmen;"half the face";R;面;1936
2933;水面;2750;"general noun";suimen;"water's surface";R;面;1936
3099;方面;2522;"general noun";hoomen;direction;R;面;1936
3609;両面;2001;"general noun";ryoomen;"both sides";R;面;1936
3673;対面;1937;"light-verb -suru attached";taimen;interview;R;面;1936
3687;地面;1927;"general noun";zimen;ground;R;面;1936
3890;書面;1746;"general noun";syomen;document;R;面;1936
4122;内面;1569;"general noun";naimen;inside;R;面;1936
4448;斜面;1370;"general noun";syamen;slope;R;面;1936
4655;海面;1263;"general noun";kaimen;"sea level";R;面;1936
4840;路面;1171;"general noun";romen;"road surface";R;面;1936
5786;裏面;818;"general noun";rimen;back;R;面;1936
5883;壁面;792;"general noun";hekimen;"surface of a wall";R;面;1936
5995;顔面;761;"general noun";ganmen;face;R;面;1936
6037;仮面;752;"general noun";kamen;mask;R;面;1936
6087;額面;738;"general noun";gakumen;"face value";R;面;1936
6327;覆面;676;"light-verb -suru attached";hukumen;mask;R;面;1936
6498;満面;639;"general noun";manmen;"whole face";R;面;1936
6669;多面;602;"general noun";tamen;many-sided;R;面;1936
6779;洗面;583;"light-verb -suru attached";senmen;"wash up";R;面;1936
6856;平面;569;"general noun";heimen;"level surface";R;面;1936
7119;文面;525;"general noun";bunmen;"content of a letter";R;面;1936
7232;図面;508;"general noun";zumen;drawing;R;面;1936
7250;月面;506;"general noun";getumen;"moon's surface";R;面;1936
7637;断面;447;"general noun";danmen;cross-section;R;面;1936
8779;工面;314;"light-verb -suru attached";kumen;contrivance;R;面;1936
8802;満面;312;"possible to use as an adverb";manmen;"whole face";R;面;1936
8932;盤面;300;"general noun";banmen;"surface of a board or record";R;面;1936
9038;矢面;290;"general noun";yaomote;"bearing the full brunt of something";R;面;1936
9313;体面;266;"general noun";taimen;honour;R;面;1936
9703;川面;238;"general noun";kawamo;"river surface";R;面;1936
9988;誌面;220;"general noun";simen;"page of a magazine";R;面;1936
10335;湖面;200;"general noun";komen;"lake surface";R;面;1936
11043;譜面;165;"general noun";humen;music;R;面;1936
11173;背面;159;"light-verb -suru attached";haimen;rear;R;面;1936
12729;能面;105;"general noun";noomen;"noh mask";R;面;1936
12808;片面;103;"general noun";katamen;"one side";R;面;1936
12968;外面;98;"general noun";gaimen;"outer surface";R;面;1936
13468;赤面;86;"light-verb -suru attached";sekimen;blushing;R;面;1936
13606;底面;83;"general noun";teimen;bottom;R;面;1936
13735;界面;79;"general noun";kaimen;interface;R;面;1936
14362;字面;67;"general noun";zimen;"impression derived from or appearance of kanji";R;面;1936
14502;曲面;64;"general noun";kyokumen;"curved surface";R;面;1936
15601;上面;48;"general noun";uwatura;surface;R;面;1936
15809;鏡面;45;"general noun";kyoomen;"mirror surface";R;面;1936
16031;南面;43;"light-verb -suru attached";nanmen;"south face";R;面;1936
16138;臆面;41;"general noun";okumen;"shy face";R;面;1936
16432;渋面;38;"general noun";zyuumen;grimace;R;面;1936
16584;印面;36;"general noun";inmen;"face of a seal";R;面;1936
17333;球面;29;"general noun";kyuumen;"spherical surface";R;面;1936
17585;強面;27;"general noun";kowaomote;"scary face";R;面;1936
17614;人面;27;"general noun";zinmen;"human face";R;面;1936
18018;細面;24;"general noun";hosoomote;"slender face";R;面;1936
18082;反面;24;"possible to use as an adverb";hanmen;"on the other hand";R;面;1936
18133;各面;23;"general noun";kakumen;"all phases";R;面;1936
18391;帳面;22;"general noun";tyoomen;"note book";R;面;1936
19057;鼻面;18;"general noun";hanazura;muzzle;R;面;1936
19338;鬼面;16;"general noun";kimen;"mask of a devil";R;面;1936
20247;下面;12;"general noun";kamen;underside;R;面;1936
20291;券面;12;"general noun";kenmen;"or certificate";R;面;1936
20960;他面;10;"possible to use as an adverb";tamen;"the other side";R;面;1936
21043;北面;10;"light-verb -suru attached";hokumen;"north face";R;面;1936
21339;凸面;9;"general noun";totumen;"convex surface";R;面;1936
21363;髭面;9;"general noun";higera;"bearded face";R;面;1936
21766;馬面;8;"general noun";umazura;"long thin face";R;面;1936
21820;野面;8;"general noun";nozura;field;R;面;1936
22221;白面;7;"general noun";hakumen;"fair complexion";R;面;1936
22864;一面;5;"general noun";itimen;"one face";R;面;1936
23046;四面;5;"general noun";simen;"four sides";R;面;1936
24380;三面;3;"general noun";sanmen;"three sides";R;面;1936
24793;部面;3;"general noun";bumen;phase;R;面;1936
27397;波面;1;"general noun";hamen;"wave surface";R;面;1936
27929;覿面;1;"adjectival noun, na-adjective";tekimen;immediacy;R;面;1936
226;目標;40169;"general noun";mokuhyoo;mark;L;目;1947
342;目的;30136;"general noun";mokuteki;purpose;L;目;1947
1923;目撃;5104;"light-verb -suru attached";mokugeki;witnessing;L;目;1947
2491;目安;3562;"general noun";meyasu;criterion;L;目;1947
2665;目前;3194;"general noun";mokuzen;"before one's very eyes";L;目;1947
2686;目玉;3152;"general noun";medama;eyeball;L;目;1947
4015;目線;1636;"general noun";mesen;"one's gaze";L;目;1947
5178;目先;1043;"general noun";mesaki;"near future";L;目;1947
7166;目白;519;"general noun";meziro;"white-eye family of birds";L;目;1947
7888;目下;412;"possible to use as an adverb";mokka;"at present";L;目;1947
7973;目録;401;"general noun";mokuroku;catalogue;L;目;1947
8215;目視;371;"general noun";mokusi;eyesight;L;目;1947
8245;目印;368;"light-verb -suru attached";mezirusi;mark;L;目;1947
8345;目頭;359;"general noun";megasira;"inner canthus";L;目;1947
9802;目元;232;"general noun";memoto;eyes;L;目;1947
10020;目薬;219;"general noun";megusuri;"eye drops";L;目;1947
11126;目算;161;"light-verb -suru attached";mokusan;expectations;L;目;1947
11227;目尻;157;"general noun";meziri;"outer canthus";L;目;1947
11357;目次;152;"general noun";mokuzi;"table of contents";L;目;1947
11694;目上;138;"general noun";meue;superior;L;目;1947
11834;目下;133;"general noun";mesita;subordinate;L;目;1947
14277;目測;69;"light-verb -suru attached";mokusoku;"eye measurement";L;目;1947
14440;目鼻;66;"general noun";mehana;shape;L;目;1947
15192;目地;54;"general noun";mezi;joint;L;目;1947
15858;目深;45;"adjectival noun, na-adjective";mabuka;"low over one's eyes";L;目;1947
15859;目途;45;"general noun";mokuto;aim;L;目;1947
16125;目差;42;"general noun";manazasi;look;L;目;1947
17791;目方;26;"general noun";mekata;weight;L;目;1947
17942;目付;25;"general noun";metuke;censor;L;目;1947
18550;目星;21;"general noun";mebosi;objective;L;目;1947
19085;目礼;18;"light-verb -suru attached";mokurei;nodding;L;目;1947
21411;目高;9;"general noun";medaka;"medaka ricefish";L;目;1947
22786;目見;6;"general noun";mami;look;L;目;1947
22787;目端;6;"general noun";mehasi;"quick wittedness";L;目;1947
24030;目眩;4;"general noun";memai;dizziness;L;目;1947
24868;目処;3;"general noun";medo;aim;L;目;1947
25974;目顔;2;"general noun";megao;signal;L;目;1947
25975;目盛;2;"general noun";memori;scale;L;目;1947
25976;目張;2;"general noun";mebaru;"black rockfish";L;目;1947
27673;目貫;1;"general noun";menuki;"sword hilt";L;目;1947
27674;目脂;1;"general noun";meyani;"eye mucus";L;目;1947
27675;目当;1;"general noun";meate;mark;L;目;1947
27676;目板;1;"general noun";meita;"panel strip";L;目;1947
27677;目糞;1;"general noun";mekuso;"eye discharge";L;目;1947
336;注目;30784;"light-verb -suru attached";tyuumoku;notice;R;目;1947
663;度目;17689;suffix;dome;"the Nth time";R;目;1947
921;項目;12780;"general noun";koomoku;item;R;目;1947
995;種目;11807;"general noun";syumoku;event;R;目;1947
1496;番目;7181;suffix;banme;"indicates position in a sequence";R;目;1947
2073;名目;4576;"general noun";meimoku;name;R;目;1947
2099;品目;4477;"general noun";hinmoku;item;R;目;1947
2701;節目;3118;"general noun";husime;"turning point";R;目;1947
3049;科目;2587;"general noun";kamoku;subject;R;目;1947
3403;丁目;2208;suffix;tyoome;"district of a town";R;目;1947
3694;役目;1919;"general noun";yakume;duty;R;目;1947
3822;着目;1798;"light-verb -suru attached";tyakumoku;attention;R;目;1947
4026;駄目;1630;"adjectival noun, na-adjective";dame;"no good";R;目;1947
4990;演目;1114;"general noun";enmoku;program;R;目;1947
5060;裏目;1086;"general noun";urame;"reverse side";R;目;1947
5174;一目;1043;"light-verb -suru attached";itimoku;look;R;目;1947
6637;面目;609;"adjective stem for -nai negation";menboku;face;R;目;1947
7362;横目;488;"general noun";yokome;"sidelong glance";R;目;1947
7549;人目;459;"general noun";hitome;"public gaze";R;目;1947
7692;左目;438;"general noun";hidarime;"left eye";R;目;1947
7943;曲目;405;"general noun";kyokumoku;program;R;目;1947
8216;右目;370;"general noun";migime;"right eye";R;目;1947
8901;尻目;303;"general noun";sirime;"backward glance";R;目;1947
9006;盲目;293;"general noun";moomoku;blindness;R;目;1947
9222;境目;273;"general noun";sakaime;border;R;目;1947
9244;羽目;271;"general noun";hame;panel;R;目;1947
9324;木目;266;"general noun";mokume;grain;R;目;1947
9695;両目;239;"general noun";ryoome;"both eyes";R;目;1947
10080;反目;215;"light-verb -suru attached";hanmoku;enmity;R;目;1947
10431;耳目;195;"general noun";zimoku;"eye and ear";R;目;1947
10453;潮目;194;"general noun";siome;"junction line between two sea currents";R;目;1947
10629;片目;184;"general noun";katame;"one eye";R;目;1947
10781;小目;176;"general noun";komoku;komoku;R;目;1947
11234;眼目;156;"general noun";ganmoku;core;R;目;1947
11301;費目;154;"general noun";himoku;"item of expenditure";R;目;1947
12054;網目;126;"general noun";amime;stitch;R;目;1947
12275;大目;119;"general noun";oome;"large eyes";R;目;1947
12331;税目;117;"general noun";zeimoku;"items of taxation";R;目;1947
13177;赤目;93;"general noun";akame;"red eyes";R;目;1947
13215;細目;92;"general noun";hosome;thinnish;R;目;1947
13281;遠目;90;"general noun";toome;"distant view";R;目;1947
13492;金目;85;"general noun";kaneme;"monetary value";R;目;1947
13532;一目;84;"possible to use as an adverb";hitome;glance;R;目;1947
13975;五目;74;"general noun";gomoku;"mixture of ingredients";R;目;1947
14700;衆目;61;"general noun";syuumoku;"all eyes";R;目;1947
14794;徳目;60;"general noun";tokumoku;virtue;R;目;1947
15224;糸目;53;"general noun";itome;"fine line";R;目;1947
15666;黒目;47;"general noun";kurome;"iris of the eye";R;目;1947
16349;題目;39;"general noun";daimoku;"book title";R;目;1947
16631;跡目;36;"general noun";atome;"headship of a family";R;目;1947
16729;色目;35;"general noun";irome;"amorous glance";R;目;1947
16757;天目;35;"general noun";tenmoku;"bowl with a wide brim and a narrow base";R;目;1947
17063;白目;32;"general noun";sirome;"whites of the eyes";R;目;1947
17186;脇目;31;"general noun";wakime;"looking aside";R;目;1947
17485;出目;28;"general noun";deme;"protruding eyes";R;目;1947
17757;頭目;26;"general noun";toomoku;chief;R;目;1947
17878;升目;25;"general noun";masume;measure;R;目;1947
18264;瞠目;23;"light-verb -suru attached";doomoku;"gazing at";R;目;1947
18544;傍目;21;"general noun";hatame;"outsider's perspective";R;目;1947
18674;地目;20;"general noun";timoku;"land classification";R;目;1947
19086;夜目;18;"general noun";yome;"in the dark";R;目;1947
19102;刮目;18;"light-verb -suru attached";katumoku;"careful observation";R;目;1947
19349;筋目;16;"general noun";suzime;fold;R;目;1947
19595;式目;15;"general noun";sikimoku;"law code";R;目;1947
19686;板目;15;"general noun";itame;"seam of joined boards";R;目;1947
19751;課目;14;"general noun";kamoku;subject;R;目;1947
19933;平目;14;"general noun";hirame;flounder;R;目;1947
19975;瞑目;14;"light-verb -suru attached";meimoku;"closing one's eyes";R;目;1947
20167;薄目;13;"general noun";usume;slight;R;目;1947
20422;二目;12;"general noun";hutame;"for a second time";R;目;1947
20442;布目;12;"general noun";nunome;texture;R;目;1947
20456;柾目;12;"general noun";masame;"straight grain";R;目;1947
20558;見目;11;"general noun";mime;appearance;R;目;1947
20761;欲目;11;"general noun";yokume;partiality;R;目;1947
21146;貫目;9;suffix;kanme;"unit of weight, approx. 3.75 kg";R;目;1947
22088;除目;7;"general noun";zimoku;"ceremony for appointing officials other than ministers";R;目;1947
22172;茶目;7;"adjectival noun, na-adjective";tyame;playfulness;R;目;1947
22205;縄目;7;"general noun";nawame;knot;R;目;1947
22231;眉目;7;"general noun";bimoku;face;R;目;1947
22480;綱目;6;"general noun";koomoku;"main point and details";R;目;1947
22547;書目;6;"general noun";syomoku;"catalogue of books";R;目;1947
22609;折目;6;"general noun";orime;"a fold";R;目;1947
22640;多目;6;"adjectival noun, na-adjective";oome;"somewhat larger quantity";R;目;1947
22715;破目;6;"general noun";wareme;chasm;R;目;1947
22774;満目;6;"possible to use as an adverb";manmoku;"as far as the eye can see";R;目;1947
22814;量目;6;"general noun";ryoome;weight;R;目;1947
22980;継目;5;"general noun";tugime;joint;R;目;1947
23085;十目;5;"general noun";zyuumoku;"all eyes";R;目;1947
23106;上目;5;"general noun";uwame;"upward glance";R;目;1947
23472;下目;4;"general noun";sitame;"downward glance";R;目;1947
23615;後目;4;"general noun";sirime;"backward glance";R;目;1947
23757;嘱目;4;"light-verb -suru attached";syokumoku;"paying attention to";R;目;1947
23765;針目;4;"general noun";harime;seam;R;目;1947
23869;鳥目;4;"general noun";torime;night-blindness;R;目;1947
23973;伏目;4;"general noun";husime;"downcast look";R;目;1947
24130;井目;3;"general noun";seimoku;"the nine principal points in a game of go";R;目;1947
24768;標目;3;"general noun";hyoomoku;"entry heading";R;目;1947
24896;要目;3;"general noun";yoomoku;syllabus;R;目;1947
25495;条目;2;"general noun";zyoomoku;article;R;目;1947
25568;切目;2;"general noun";kirime;cut;R;目;1947
25821;鳩目;2;"general noun";hatome;eyelet;R;目;1947
25896;編目;2;"general noun";amime;stitch;R;目;1947
26108;枡目;2;"general noun";masume;measure;R;目;1947
26289;霞目;1;"general noun";kasumime;"partial blindness";R;目;1947
26343;掛目;1;"general noun";kakeme;weight;R;目;1947
26364;貫目;1;"general noun";kanme;"unit of weight, approx. 3.75 kg";R;目;1947
27024;星目;1;"general noun";seimoku;"the nine principal points in a game of go";R;目;1947
27154;属目;1;"light-verb -suru attached";syokumoku;"paying attention to";R;目;1947
27805;裂目;1;"general noun";sakeme;tear;R;目;1947
1;問題;238663;"adjective stem for -nai negation";mondai;question;L;問;1951
4076;問責;1599;"light-verb -suru attached";monseki;blame;L;問;1951
6933;問答;553;"light-verb -suru attached";mondoo;"questions and answers";L;問;1951
7323;問屋;495;"general noun";tonya;"wholesale store";L;問;1951
8480;問診;346;"light-verb -suru attached";monsin;interview;L;問;1951
27679;問罪;1;"light-verb -suru attached";monzai;accusation;L;問;1951
335;訪問;30844;"light-verb -suru attached";hoomon;call;R;問;1951
378;質問;28097;"light-verb -suru attached";situmon;question;R;問;1951
605;疑問;19195;"general noun";gimon;question;R;問;1951
1006;顧問;11694;"general noun";komon;adviser;R;問;1951
1034;諮問;11385;"light-verb -suru attached";simon;question;R;問;1951
2934;喚問;2745;"light-verb -suru attached";kanmon;summons;R;問;1951
3235;尋問;2361;"light-verb -suru attached";zinmon;cross-examination;R;問;1951
3376;学問;2230;"light-verb -suru attached";gakumon;scholarship;R;問;1951
4021;検問;1633;"light-verb -suru attached";kenmon;inspection;R;問;1951
4775;拷問;1199;"light-verb -suru attached";goomon;torture;R;問;1951
5124;難問;1064;"general noun";nanmon;perplexity;R;問;1951
6075;設問;741;"light-verb -suru attached";setumon;"posing a question";R;問;1951
6650;弔問;606;"light-verb -suru attached";tyoomon;"condolence call";R;問;1951
6869;査問;566;"light-verb -suru attached";samon;inquiry;R;問;1951
7010;自問;540;"light-verb -suru attached";zimon;"asking oneself";R;問;1951
7204;不問;513;"general noun";humon;"something not questioned";R;問;1951
8312;慰問;361;"light-verb -suru attached";imon;condolences;R;問;1951
9942;審問;223;"light-verb -suru attached";sinmon;interrogation;R;問;1951
12745;詰問;104;"light-verb -suru attached";kitumon;cross-examination;R;問;1951
14406;愚問;66;"general noun";gumon;"foolish question";R;問;1951
16660;反問;36;"light-verb -suru attached";hanmon;cross-examination;R;問;1951
16827;試問;34;"light-verb -suru attached";simon;interview;R;問;1951
17983;奇問;24;"general noun";kimon;"tricky question";R;問;1951
20981;珍問;10;"general noun";tinmon;"strange question";R;問;1951
21119;下問;9;"light-verb -suru attached";kamon;enquiry;R;問;1951
22586;訊問;6;"light-verb -suru attached";zinmon;cross-examination;R;問;1951
23943;発問;4;"light-verb -suru attached";hatumon;"asking or putting a question";R;問;1951
24225;糾問;3;"light-verb -suru attached";kyuumon;inquiry;R;問;1951
2440;夜間;3673;"possible to use as an adverb";yakan;"at night";L;夜;1953
5323;夜空;981;"general noun";yozora;"night sky";L;夜;1953
6357;夜中;670;"general noun";yatyuu;"during the night";L;夜;1953
7552;夜景;459;"general noun";yakei;"night view";L;夜;1953
8082;夜勤;386;"light-verb -suru attached";yakin;"night shift";L;夜;1953
8609;夜中;331;"possible to use as an adverb";yonaka;midnight;L;夜;1953
8915;夜行;302;"general noun";yakoo;"walking around at night";L;夜;1953
11449;夜叉;148;"general noun";yasya;;L;夜;1953
11790;夜食;135;"general noun";yasyoku;supper;L;夜;1953
11810;夜桜;134;"general noun";yozakura;"cherry trees at evening";L;夜;1953
11907;夜道;131;"general noun";yomiti;"street at night";L;夜;1953
12428;夜戦;114;"general noun";yasen;"night warfare";L;夜;1953
12429;夜長;114;"possible to use as an adverb";yonaga;"long night";L;夜;1953
12813;夜半;103;"possible to use as an adverb";yahan;midnight;L;夜;1953
14734;夜話;61;"general noun";yawa;"night chat";L;夜;1953
15067;夜会;56;"general noun";yakai;"evening party";L;夜;1953
15472;夜店;50;"general noun";yomise;"night stall";L;夜;1953
15708;夜曲;47;"general noun";yakyoku;nocturne;L;夜;1953
15709;夜光;47;"general noun";yakoo;"nocturnal luminescence";L;夜;1953
16126;夜学;42;"general noun";yagaku;"evening course";L;夜;1953
16379;夜露;39;"general noun";yotuyu;"evening dew";L;夜;1953
17292;夜警;30;"general noun";yakei;"night watchman";L;夜;1953
17943;夜祭;25;"general noun";yomaturi;"night festival";L;夜;1953
18716;夜陰;20;"general noun";yain;"shades of evening";L;夜;1953
18717;夜来;20;"possible to use as an adverb";yarai;overnight;L;夜;1953
19086;夜目;18;"general noun";yome;"in the dark";L;夜;1953
19285;夜霧;17;"general noun";yogiri;"night fog";L;夜;1953
20198;夜具;13;"general noun";yagu;bedding;L;夜;1953
20199;夜襲;13;"light-verb -suru attached";yasyuu;"night attack";L;夜;1953
20748;夜鷹;11;"general noun";yotaka;"grey nightjar";L;夜;1953
21059;夜気;10;"general noun";yaki;"night air";L;夜;1953
21060;夜盗;10;"general noun";yatoo;"night burglar";L;夜;1953
21412;夜昼;9;"general noun";yoruhiru;"day and night";L;夜;1953
21413;夜毎;9;"possible to use as an adverb";yogoto;"every night";L;夜;1953
21819;夜寒;8;"general noun";yosamu;"night cold";L;夜;1953
